line_number,raw_line,timestamp_raw,parsed_datetime,host,process,pid,event_type,attack_stage,username,source_ip,source_port,command,is_privileged_account,is_suspicious_source,parse_status
4652,Jul 08 20:15:03 backup01 CRON[3396]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 08 20:15:03,2026-07-08 20:15:03,backup01,CRON,3396,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
4653,Jul 08 19:34:55 backup01 sshd[9742]: pam_unix(sshd:session): session closed for user ops,Jul 08 19:34:55,2026-07-08 19:34:55,backup01,sshd,9742,session_closed,session_activity,ops,,,,True,False,parsed
4654,Jul 08 20:21:22 backup01 sshd[7389]: Accepted password for j.maguire from 192.0.2.12 port 55691 ssh2,Jul 08 20:21:22,2026-07-08 20:21:22,backup01,sshd,7389,accepted_password,possible_successful_access,j.maguire,192.0.2.12,55691,,False,True,parsed
4655,Jul 08 20:21:22 backup01 sshd[1962]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 08 20:21:22,2026-07-08 20:21:22,backup01,sshd,1962,session_opened,session_activity,j.maguire,,,,False,False,parsed
4656,Jul 08 18:55:52 backup01 sshd[6589]: pam_unix(sshd:session): session closed for user backup,Jul 08 18:55:52,2026-07-08 18:55:52,backup01,sshd,6589,session_closed,session_activity,backup,,,,True,False,parsed
4657,Jul 08 19:17:52 backup01 sshd[6430]: pam_unix(sshd:session): session closed for user j.singer,Jul 08 19:17:52,2026-07-08 19:17:52,backup01,sshd,6430,session_closed,session_activity,j.singer,,,,False,False,parsed
4658,Jul 08 20:22:10 backup01 sshd[1946]: Connection closed by authenticating user arun 192.0.2.31 port 58519 [preauth],Jul 08 20:22:10,2026-07-08 20:22:10,backup01,sshd,1946,preauth_closed,preauth_interruption,arun,192.0.2.31,58519,,False,True,parsed
4659,Jul 08 20:23:27 backup01 sshd[7909]: Invalid user ubuntu from 192.0.2.11 port 45704,Jul 08 20:23:27,2026-07-08 20:23:27,backup01,sshd,7909,invalid_user,account_probing,ubuntu,192.0.2.11,45704,,False,True,parsed
4660,Jul 08 20:25:40 backup01 sshd[9605]: Accepted password for ops from 192.0.2.31 port 56892 ssh2,Jul 08 20:25:40,2026-07-08 20:25:40,backup01,sshd,9605,accepted_password,possible_successful_access,ops,192.0.2.31,56892,,True,True,parsed
4661,Jul 08 20:25:41 backup01 sshd[7741]: Invalid user test from 192.0.2.31 port 37914,Jul 08 20:25:41,2026-07-08 20:25:41,backup01,sshd,7741,invalid_user,account_probing,test,192.0.2.31,37914,,False,True,parsed
4662,Jul 08 20:25:40 backup01 sshd[9413]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 08 20:25:40,2026-07-08 20:25:40,backup01,sshd,9413,session_opened,session_activity,ops,,,,True,False,parsed
4663,Jul 08 20:26:40 backup01 sshd[4863]: Accepted password for j.maguire from 192.0.2.10 port 62200 ssh2,Jul 08 20:26:40,2026-07-08 20:26:40,backup01,sshd,4863,accepted_password,possible_successful_access,j.maguire,192.0.2.10,62200,,False,True,parsed
4664,Jul 08 20:28:03 backup01 sshd[3427]: Accepted password for backup from 198.51.100.26 port 36458 ssh2,Jul 08 20:28:03,2026-07-08 20:28:03,backup01,sshd,3427,accepted_password,possible_successful_access,backup,198.51.100.26,36458,,True,True,parsed
4665,Jul 08 20:21:22 backup01 sshd[7115]: pam_unix(sshd:session): session closed for user j.maguire,Jul 08 20:21:22,2026-07-08 20:21:22,backup01,sshd,7115,session_closed,session_activity,j.maguire,,,,False,False,parsed
4666,Jul 08 19:19:55 backup01 sshd[3342]: pam_unix(sshd:session): session closed for user j.singer,Jul 08 19:19:55,2026-07-08 19:19:55,backup01,sshd,3342,session_closed,session_activity,j.singer,,,,False,False,parsed
4667,Jul 08 20:42:11 backup01 sshd[6118]: Invalid user oracle from 198.51.100.26 port 43132,Jul 08 20:42:11,2026-07-08 20:42:11,backup01,sshd,6118,invalid_user,account_probing,oracle,198.51.100.26,43132,,False,True,parsed
4668,Jul 08 20:46:39 backup01 sshd[1921]: Failed password for ops from 192.0.2.40 port 35426 ssh2,Jul 08 20:46:39,2026-07-08 20:46:39,backup01,sshd,1921,failed_password,initial_access_attempt,ops,192.0.2.40,35426,,True,True,parsed
4669,Jul 08 20:46:41 backup01 sshd[5160]: Failed password for j.singer from 192.0.2.31 port 40083 ssh2,Jul 08 20:46:41,2026-07-08 20:46:41,backup01,sshd,5160,failed_password,initial_access_attempt,j.singer,192.0.2.31,40083,,False,True,parsed
4670,Jul 08 20:10:11 backup01 sshd[9296]: pam_unix(sshd:session): session closed for user ops,Jul 08 20:10:11,2026-07-08 20:10:11,backup01,sshd,9296,session_closed,session_activity,ops,,,,True,False,parsed
4671,Jul 08 20:51:13 backup01 sshd[8723]: Failed password for j.maguire from 198.51.100.25 port 56841 ssh2,Jul 08 20:51:13,2026-07-08 20:51:13,backup01,sshd,8723,failed_password,initial_access_attempt,j.maguire,198.51.100.25,56841,,False,True,parsed
4672,Jul 08 20:52:38 backup01 sshd[3230]: Invalid user mysql from 192.0.2.31 port 39999,Jul 08 20:52:38,2026-07-08 20:52:38,backup01,sshd,3230,invalid_user,account_probing,mysql,192.0.2.31,39999,,False,True,parsed
4673,Jul 08 20:54:00 backup01 sshd[8152]: Failed password for backup from 192.0.2.11 port 36478 ssh2,Jul 08 20:54:00,2026-07-08 20:54:00,backup01,sshd,8152,failed_password,initial_access_attempt,backup,192.0.2.11,36478,,True,True,parsed
4674,Jul 08 20:55:44 backup01 sshd[6193]: Accepted password for j.singer from 192.0.2.20 port 41264 ssh2,Jul 08 20:55:44,2026-07-08 20:55:44,backup01,sshd,6193,accepted_password,possible_successful_access,j.singer,192.0.2.20,41264,,False,True,parsed
4675,Jul 08 20:57:41 backup01 sshd[3782]: Accepted password for j.singer from 192.0.2.40 port 60383 ssh2,Jul 08 20:57:41,2026-07-08 20:57:41,backup01,sshd,3782,accepted_password,possible_successful_access,j.singer,192.0.2.40,60383,,False,True,parsed
4676,Jul 08 20:57:41 backup01 sshd[5294]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 08 20:57:41,2026-07-08 20:57:41,backup01,sshd,5294,session_opened,session_activity,j.singer,,,,False,False,parsed
4677,Jul 08 21:05:09 backup01 sshd[2081]: error: maximum authentication attempts exceeded for ops from 192.0.2.31 port 37097 ssh2 [preauth],Jul 08 21:05:09,2026-07-08 21:05:09,backup01,sshd,2081,max_auth_attempts,brute_force_or_password_spraying,ops,192.0.2.31,37097,,True,True,parsed
4678,Jul 08 20:25:40 backup01 sshd[8918]: pam_unix(sshd:session): session closed for user ops,Jul 08 20:25:40,2026-07-08 20:25:40,backup01,sshd,8918,session_closed,session_activity,ops,,,,True,False,parsed
4679,Jul 08 21:07:31 backup01 sshd[9411]: Accepted password for j.maguire from 198.51.100.26 port 41148 ssh2,Jul 08 21:07:31,2026-07-08 21:07:31,backup01,sshd,9411,accepted_password,possible_successful_access,j.maguire,198.51.100.26,41148,,False,True,parsed
4680,Jul 08 21:07:31 backup01 sshd[6116]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 08 21:07:31,2026-07-08 21:07:31,backup01,sshd,6116,session_opened,session_activity,j.maguire,,,,False,False,parsed
4681,Jul 08 21:14:00 backup01 sshd[2661]: Accepted password for j.maguire from 192.0.2.20 port 33351 ssh2,Jul 08 21:14:00,2026-07-08 21:14:00,backup01,sshd,2661,accepted_password,possible_successful_access,j.maguire,192.0.2.20,33351,,False,True,parsed
4682,Jul 08 21:23:58 backup01 sshd[1569]: Accepted password for j.maguire from 198.51.100.26 port 64934 ssh2,Jul 08 21:23:58,2026-07-08 21:23:58,backup01,sshd,1569,accepted_password,possible_successful_access,j.maguire,198.51.100.26,64934,,False,True,parsed
4683,Jul 08 21:24:09 backup01 sshd[5578]: Invalid user admin from 198.51.100.25 port 34663,Jul 08 21:24:09,2026-07-08 21:24:09,backup01,sshd,5578,invalid_user,account_probing,admin,198.51.100.25,34663,,True,True,parsed
4684,Jul 08 21:23:58 backup01 sshd[1610]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 08 21:23:58,2026-07-08 21:23:58,backup01,sshd,1610,session_opened,session_activity,j.maguire,,,,False,False,parsed
4685,Jul 08 21:28:24 backup01 sshd[7719]: Connection closed by authenticating user j.maguire 198.51.100.24 port 32202 [preauth],Jul 08 21:28:24,2026-07-08 21:28:24,backup01,sshd,7719,preauth_closed,preauth_interruption,j.maguire,198.51.100.24,32202,,False,True,parsed
4686,Jul 08 21:33:33 backup01 sshd[5720]: error: maximum authentication attempts exceeded for backup from 192.0.2.21 port 57909 ssh2 [preauth],Jul 08 21:33:33,2026-07-08 21:33:33,backup01,sshd,5720,max_auth_attempts,brute_force_or_password_spraying,backup,192.0.2.21,57909,,True,True,parsed
4687,Jul 08 21:47:32 backup01 sshd[4491]: Accepted password for ops from 192.0.2.31 port 57636 ssh2,Jul 08 21:47:32,2026-07-08 21:47:32,backup01,sshd,4491,accepted_password,possible_successful_access,ops,192.0.2.31,57636,,True,True,parsed
4688,Jul 08 21:47:44 backup01 sshd[5375]: Accepted password for ops from 192.0.2.11 port 39155 ssh2,Jul 08 21:47:44,2026-07-08 21:47:44,backup01,sshd,5375,accepted_password,possible_successful_access,ops,192.0.2.11,39155,,True,True,parsed
4689,Jul 08 21:47:32 backup01 sshd[3197]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 08 21:47:32,2026-07-08 21:47:32,backup01,sshd,3197,session_opened,session_activity,ops,,,,True,False,parsed
4690,Jul 08 21:47:44 backup01 sshd[6708]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 08 21:47:44,2026-07-08 21:47:44,backup01,sshd,6708,session_opened,session_activity,ops,,,,True,False,parsed
4691,Jul 08 21:23:58 backup01 sshd[1328]: pam_unix(sshd:session): session closed for user j.maguire,Jul 08 21:23:58,2026-07-08 21:23:58,backup01,sshd,1328,session_closed,session_activity,j.maguire,,,,False,False,parsed
4692,Jul 08 21:49:05 backup01 sshd[7012]: Accepted password for j.singer from 192.0.2.21 port 36208 ssh2,Jul 08 21:49:05,2026-07-08 21:49:05,backup01,sshd,7012,accepted_password,possible_successful_access,j.singer,192.0.2.21,36208,,False,True,parsed
4693,Jul 08 21:49:05 backup01 sshd[5643]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 08 21:49:05,2026-07-08 21:49:05,backup01,sshd,5643,session_opened,session_activity,j.singer,,,,False,False,parsed
4694,Jul 08 21:47:44 backup01 sudo:    ops : TTY=pts/4 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,Jul 08 21:47:44,2026-07-08 21:47:44,backup01,sudo,,sudo_command,post_login_privileged_activity,ops,,,/usr/bin/journalctl -n 50,True,False,parsed
4695,Jul 08 21:47:32 backup01 sshd[1605]: pam_unix(sshd:session): session closed for user ops,Jul 08 21:47:32,2026-07-08 21:47:32,backup01,sshd,1605,session_closed,session_activity,ops,,,,True,False,parsed
4696,Jul 08 22:01:27 backup01 sshd[5480]: Accepted password for backup from 192.0.2.20 port 44460 ssh2,Jul 08 22:01:27,2026-07-08 22:01:27,backup01,sshd,5480,accepted_password,possible_successful_access,backup,192.0.2.20,44460,,True,True,parsed
4697,Jul 08 21:07:31 backup01 sshd[4674]: pam_unix(sshd:session): session closed for user j.maguire,Jul 08 21:07:31,2026-07-08 21:07:31,backup01,sshd,4674,session_closed,session_activity,j.maguire,,,,False,False,parsed
4698,Jul 08 20:57:41 backup01 sshd[4533]: pam_unix(sshd:session): session closed for user j.singer,Jul 08 20:57:41,2026-07-08 20:57:41,backup01,sshd,4533,session_closed,session_activity,j.singer,,,,False,False,parsed
4699,Jul 08 21:47:44 backup01 sshd[2373]: pam_unix(sshd:session): session closed for user ops,Jul 08 21:47:44,2026-07-08 21:47:44,backup01,sshd,2373,session_closed,session_activity,ops,,,,True,False,parsed
4700,Jul 08 22:07:39 backup01 sshd[7648]: Failed password for j.maguire from 198.51.100.25 port 55974 ssh2,Jul 08 22:07:39,2026-07-08 22:07:39,backup01,sshd,7648,failed_password,initial_access_attempt,j.maguire,198.51.100.25,55974,,False,True,parsed
4701,Jul 08 22:29:07 backup01 sshd[8095]: Accepted password for j.maguire from 192.0.2.12 port 49262 ssh2,Jul 08 22:29:07,2026-07-08 22:29:07,backup01,sshd,8095,accepted_password,possible_successful_access,j.maguire,192.0.2.12,49262,,False,True,parsed
4702,Jul 08 22:29:07 backup01 sshd[6366]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 08 22:29:07,2026-07-08 22:29:07,backup01,sshd,6366,session_opened,session_activity,j.maguire,,,,False,False,parsed
4703,Jul 08 22:34:03 backup01 sshd[6920]: Accepted password for j.maguire from 192.0.2.10 port 34446 ssh2,Jul 08 22:34:03,2026-07-08 22:34:03,backup01,sshd,6920,accepted_password,possible_successful_access,j.maguire,192.0.2.10,34446,,False,True,parsed
4704,Jul 08 22:34:03 backup01 sshd[5271]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 08 22:34:03,2026-07-08 22:34:03,backup01,sshd,5271,session_opened,session_activity,j.maguire,,,,False,False,parsed
4705,Jul 08 22:34:31 backup01 sshd[6853]: Connection closed by authenticating user backup 198.51.100.24 port 41459 [preauth],Jul 08 22:34:31,2026-07-08 22:34:31,backup01,sshd,6853,preauth_closed,preauth_interruption,backup,198.51.100.24,41459,,True,True,parsed
4706,Jul 08 22:42:54 backup01 sshd[6686]: Invalid user service from 192.0.2.10 port 31209,Jul 08 22:42:54,2026-07-08 22:42:54,backup01,sshd,6686,invalid_user,account_probing,service,192.0.2.10,31209,,False,True,parsed
4707,Jul 08 22:47:22 backup01 sshd[5559]: Accepted password for j.singer from 198.51.100.25 port 58799 ssh2,Jul 08 22:47:22,2026-07-08 22:47:22,backup01,sshd,5559,accepted_password,possible_successful_access,j.singer,198.51.100.25,58799,,False,True,parsed
4708,Jul 08 22:47:28 backup01 sshd[4653]: Accepted password for ops from 198.51.100.24 port 34806 ssh2,Jul 08 22:47:28,2026-07-08 22:47:28,backup01,sshd,4653,accepted_password,possible_successful_access,ops,198.51.100.24,34806,,True,True,parsed
4709,Jul 08 22:47:28 backup01 sshd[8699]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 08 22:47:28,2026-07-08 22:47:28,backup01,sshd,8699,session_opened,session_activity,ops,,,,True,False,parsed
4710,Jul 08 22:47:22 backup01 sshd[5665]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 08 22:47:22,2026-07-08 22:47:22,backup01,sshd,5665,session_opened,session_activity,j.singer,,,,False,False,parsed
4711,Jul 08 22:52:01 backup01 sshd[7418]: Accepted password for j.singer from 192.0.2.11 port 33630 ssh2,Jul 08 22:52:01,2026-07-08 22:52:01,backup01,sshd,7418,accepted_password,possible_successful_access,j.singer,192.0.2.11,33630,,False,True,parsed
4712,Jul 08 22:55:48 backup01 sshd[8746]: Accepted password for j.maguire from 192.0.2.20 port 54715 ssh2,Jul 08 22:55:48,2026-07-08 22:55:48,backup01,sshd,8746,accepted_password,possible_successful_access,j.maguire,192.0.2.20,54715,,False,True,parsed
4713,Jul 08 22:29:07 backup01 sshd[8900]: pam_unix(sshd:session): session closed for user j.maguire,Jul 08 22:29:07,2026-07-08 22:29:07,backup01,sshd,8900,session_closed,session_activity,j.maguire,,,,False,False,parsed
4714,Jul 08 23:01:26 backup01 sshd[1927]: Connection closed by authenticating user backup 192.0.2.11 port 51732 [preauth],Jul 08 23:01:26,2026-07-08 23:01:26,backup01,sshd,1927,preauth_closed,preauth_interruption,backup,192.0.2.11,51732,,True,True,parsed
4715,Jul 08 22:47:28 backup01 sshd[1894]: pam_unix(sshd:session): session closed for user ops,Jul 08 22:47:28,2026-07-08 22:47:28,backup01,sshd,1894,session_closed,session_activity,ops,,,,True,False,parsed
4716,Jul 08 23:02:01 backup01 sshd[5649]: Accepted password for j.singer from 198.51.100.26 port 55334 ssh2,Jul 08 23:02:01,2026-07-08 23:02:01,backup01,sshd,5649,accepted_password,possible_successful_access,j.singer,198.51.100.26,55334,,False,True,parsed
4717,Jul 08 23:03:15 backup01 sshd[5539]: Connection closed by authenticating user backup 192.0.2.40 port 59614 [preauth],Jul 08 23:03:15,2026-07-08 23:03:15,backup01,sshd,5539,preauth_closed,preauth_interruption,backup,192.0.2.40,59614,,True,True,parsed
4718,Jul 08 23:06:47 backup01 sshd[6665]: Invalid user manager from 198.51.100.23 port 30427,Jul 08 23:06:47,2026-07-08 23:06:47,backup01,sshd,6665,invalid_user,account_probing,manager,198.51.100.23,30427,,False,True,parsed
4719,Jul 08 21:49:05 backup01 sshd[3221]: pam_unix(sshd:session): session closed for user j.singer,Jul 08 21:49:05,2026-07-08 21:49:05,backup01,sshd,3221,session_closed,session_activity,j.singer,,,,False,False,parsed
4720,Jul 08 23:29:03 backup01 sshd[4799]: Failed password for j.maguire from 192.0.2.10 port 55559 ssh2,Jul 08 23:29:03,2026-07-08 23:29:03,backup01,sshd,4799,failed_password,initial_access_attempt,j.maguire,192.0.2.10,55559,,False,True,parsed
4721,Jul 08 23:29:37 backup01 sshd[7947]: Connection closed by authenticating user backup 192.0.2.12 port 42197 [preauth],Jul 08 23:29:37,2026-07-08 23:29:37,backup01,sshd,7947,preauth_closed,preauth_interruption,backup,192.0.2.12,42197,,True,True,parsed
4722,Jul 08 23:30:30 backup01 sshd[7948]: Accepted password for ops from 192.0.2.21 port 38813 ssh2,Jul 08 23:30:30,2026-07-08 23:30:30,backup01,sshd,7948,accepted_password,possible_successful_access,ops,192.0.2.21,38813,,True,True,parsed
4723,Jul 08 23:30:31 backup01 sshd[5372]: Accepted password for backup from 198.51.100.25 port 53927 ssh2,Jul 08 23:30:31,2026-07-08 23:30:31,backup01,sshd,5372,accepted_password,possible_successful_access,backup,198.51.100.25,53927,,True,True,parsed
4724,Jul 08 23:30:31 backup01 sshd[7455]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 08 23:30:31,2026-07-08 23:30:31,backup01,sshd,7455,session_opened,session_activity,backup,,,,True,False,parsed
4725,Jul 08 23:34:02 backup01 sshd[2600]: Accepted password for arun from 192.0.2.10 port 42065 ssh2,Jul 08 23:34:02,2026-07-08 23:34:02,backup01,sshd,2600,accepted_password,possible_successful_access,arun,192.0.2.10,42065,,False,True,parsed
4726,Jul 08 23:34:02 backup01 sshd[6239]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 08 23:34:02,2026-07-08 23:34:02,backup01,sshd,6239,session_opened,session_activity,arun,,,,False,False,parsed
4727,Jul 08 23:34:02 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,Jul 08 23:34:02,2026-07-08 23:34:02,backup01,sudo,,sudo_command,post_login_privileged_activity,arun,,,/usr/bin/apt update,False,False,parsed
4728,Jul 08 23:36:06 backup01 sshd[2663]: Failed password for j.maguire from 192.0.2.40 port 40060 ssh2,Jul 08 23:36:06,2026-07-08 23:36:06,backup01,sshd,2663,failed_password,initial_access_attempt,j.maguire,192.0.2.40,40060,,False,True,parsed
4729,Jul 08 23:38:45 backup01 sshd[7354]: Invalid user oracle from 198.51.100.26 port 50308,Jul 08 23:38:45,2026-07-08 23:38:45,backup01,sshd,7354,invalid_user,account_probing,oracle,198.51.100.26,50308,,False,True,parsed
4730,Jul 08 23:42:11 backup01 sshd[1380]: Connection closed by authenticating user backup 192.0.2.40 port 62968 [preauth],Jul 08 23:42:11,2026-07-08 23:42:11,backup01,sshd,1380,preauth_closed,preauth_interruption,backup,192.0.2.40,62968,,True,True,parsed
4731,Jul 08 23:43:13 backup01 sshd[4954]: Failed password for arun from 192.0.2.21 port 38460 ssh2,Jul 08 23:43:13,2026-07-08 23:43:13,backup01,sshd,4954,failed_password,initial_access_attempt,arun,192.0.2.21,38460,,False,True,parsed
4732,Jul 08 22:47:22 backup01 sshd[3572]: pam_unix(sshd:session): session closed for user j.singer,Jul 08 22:47:22,2026-07-08 22:47:22,backup01,sshd,3572,session_closed,session_activity,j.singer,,,,False,False,parsed
4733,Jul 08 23:30:31 backup01 sshd[8039]: pam_unix(sshd:session): session closed for user backup,Jul 08 23:30:31,2026-07-08 23:30:31,backup01,sshd,8039,session_closed,session_activity,backup,,,,True,False,parsed
4734,Jul 08 23:53:55 backup01 sshd[4216]: Invalid user test from 192.0.2.40 port 51460,Jul 08 23:53:55,2026-07-08 23:53:55,backup01,sshd,4216,invalid_user,account_probing,test,192.0.2.40,51460,,False,True,parsed
4735,Jul 08 22:34:03 backup01 sshd[7230]: pam_unix(sshd:session): session closed for user j.maguire,Jul 08 22:34:03,2026-07-08 22:34:03,backup01,sshd,7230,session_closed,session_activity,j.maguire,,,,False,False,parsed
4736,Jul 09 00:15:03 backup01 sshd[2219]: Failed password for backup from 192.0.2.21 port 53096 ssh2,Jul 09 00:15:03,2026-07-09 00:15:03,backup01,sshd,2219,failed_password,initial_access_attempt,backup,192.0.2.21,53096,,True,True,parsed
4737,Jul 09 00:17:56 backup01 sshd[9513]: Failed password for j.singer from 192.0.2.12 port 35726 ssh2,Jul 09 00:17:56,2026-07-09 00:17:56,backup01,sshd,9513,failed_password,initial_access_attempt,j.singer,192.0.2.12,35726,,False,True,parsed
4738,Jul 08 23:34:02 backup01 sshd[5542]: pam_unix(sshd:session): session closed for user arun,Jul 08 23:34:02,2026-07-08 23:34:02,backup01,sshd,5542,session_closed,session_activity,arun,,,,False,False,parsed
4739,Jul 09 00:26:39 backup01 sshd[9220]: Accepted password for ops from 198.51.100.23 port 47244 ssh2,Jul 09 00:26:39,2026-07-09 00:26:39,backup01,sshd,9220,accepted_password,possible_successful_access,ops,198.51.100.23,47244,,True,True,parsed
4740,Jul 09 00:37:11 backup01 sshd[7869]: Failed password for ops from 192.0.2.30 port 40183 ssh2,Jul 09 00:37:11,2026-07-09 00:37:11,backup01,sshd,7869,failed_password,initial_access_attempt,ops,192.0.2.30,40183,,True,True,parsed
4741,Jul 09 00:49:45 backup01 sshd[1960]: Invalid user guest from 192.0.2.30 port 61319,Jul 09 00:49:45,2026-07-09 00:49:45,backup01,sshd,1960,invalid_user,account_probing,guest,192.0.2.30,61319,,False,True,parsed
4742,Jul 09 00:56:17 backup01 sshd[5256]: Accepted password for arun from 198.51.100.24 port 31864 ssh2,Jul 09 00:56:17,2026-07-09 00:56:17,backup01,sshd,5256,accepted_password,possible_successful_access,arun,198.51.100.24,31864,,False,True,parsed
4743,Jul 09 00:56:17 backup01 sshd[9100]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 09 00:56:17,2026-07-09 00:56:17,backup01,sshd,9100,session_opened,session_activity,arun,,,,False,False,parsed
4744,Jul 09 00:56:17 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,Jul 09 00:56:17,2026-07-09 00:56:17,backup01,sudo,,sudo_command,post_login_privileged_activity,arun,,,/usr/bin/du -sh /var/log,False,False,parsed
4745,Jul 09 01:09:35 backup01 sshd[2415]: Accepted password for j.singer from 198.51.100.23 port 31383 ssh2,Jul 09 01:09:35,2026-07-09 01:09:35,backup01,sshd,2415,accepted_password,possible_successful_access,j.singer,198.51.100.23,31383,,False,True,parsed
4746,Jul 09 01:11:28 backup01 sshd[7762]: error: maximum authentication attempts exceeded for backup from 192.0.2.10 port 40682 ssh2 [preauth],Jul 09 01:11:28,2026-07-09 01:11:28,backup01,sshd,7762,max_auth_attempts,brute_force_or_password_spraying,backup,192.0.2.10,40682,,True,True,parsed
4747,Jul 09 01:16:05 backup01 sshd[5120]: Connection closed by authenticating user ops 192.0.2.30 port 59380 [preauth],Jul 09 01:16:05,2026-07-09 01:16:05,backup01,sshd,5120,preauth_closed,preauth_interruption,ops,192.0.2.30,59380,,True,True,parsed
4748,Jul 09 01:17:00 backup01 sshd[9066]: Failed password for backup from 198.51.100.88 port 30813 ssh2,Jul 09 01:17:00,2026-07-09 01:17:00,backup01,sshd,9066,failed_password,initial_access_attempt,backup,198.51.100.88,30813,,True,True,parsed
4749,Jul 09 01:17:04 backup01 sshd[9593]: Failed password for invalid user oracle from 198.51.100.88 port 52643 ssh2,Jul 09 01:17:04,2026-07-09 01:17:04,backup01,sshd,9593,failed_password,initial_access_attempt,oracle,198.51.100.88,52643,,False,True,parsed
4750,Jul 09 01:17:41 backup01 sshd[2412]: Failed password for backup from 198.51.100.88 port 54019 ssh2,Jul 09 01:17:41,2026-07-09 01:17:41,backup01,sshd,2412,failed_password,initial_access_attempt,backup,198.51.100.88,54019,,True,True,parsed
4751,Jul 09 01:18:05 backup01 sshd[8265]: Failed password for invalid user admin from 198.51.100.88 port 64769 ssh2,Jul 09 01:18:05,2026-07-09 01:18:05,backup01,sshd,8265,failed_password,initial_access_attempt,admin,198.51.100.88,64769,,True,True,parsed
4752,Jul 09 01:18:28 backup01 sshd[6801]: Failed password for postgres from 198.51.100.88 port 46868 ssh2,Jul 09 01:18:28,2026-07-09 01:18:28,backup01,sshd,6801,failed_password,initial_access_attempt,postgres,198.51.100.88,46868,,False,True,parsed
4753,Jul 09 01:18:47 backup01 sshd[7522]: Failed password for invalid user admin from 198.51.100.88 port 41544 ssh2,Jul 09 01:18:47,2026-07-09 01:18:47,backup01,sshd,7522,failed_password,initial_access_attempt,admin,198.51.100.88,41544,,True,True,parsed
4754,Jul 09 01:18:55 backup01 sshd[4102]: Failed password for postgres from 198.51.100.88 port 54657 ssh2,Jul 09 01:18:55,2026-07-09 01:18:55,backup01,sshd,4102,failed_password,initial_access_attempt,postgres,198.51.100.88,54657,,False,True,parsed
4755,Jul 09 01:18:57 backup01 sshd[4952]: Failed password for postgres from 198.51.100.88 port 62709 ssh2,Jul 09 01:18:57,2026-07-09 01:18:57,backup01,sshd,4952,failed_password,initial_access_attempt,postgres,198.51.100.88,62709,,False,True,parsed
4756,Jul 09 01:19:14 backup01 sshd[8949]: Failed password for root from 198.51.100.88 port 35427 ssh2,Jul 09 01:19:14,2026-07-09 01:19:14,backup01,sshd,8949,failed_password,initial_access_attempt,root,198.51.100.88,35427,,True,True,parsed
4757,Jul 09 01:19:17 backup01 sshd[9255]: Failed password for invalid user admin from 198.51.100.88 port 34781 ssh2,Jul 09 01:19:17,2026-07-09 01:19:17,backup01,sshd,9255,failed_password,initial_access_attempt,admin,198.51.100.88,34781,,True,True,parsed
4758,Jul 09 01:19:18 backup01 sshd[2382]: Failed password for invalid user oracle from 198.51.100.88 port 34056 ssh2,Jul 09 01:19:18,2026-07-09 01:19:18,backup01,sshd,2382,failed_password,initial_access_attempt,oracle,198.51.100.88,34056,,False,True,parsed
4759,Jul 09 01:19:18 backup01 sshd[9151]: Failed password for deploy from 198.51.100.88 port 33894 ssh2,Jul 09 01:19:18,2026-07-09 01:19:18,backup01,sshd,9151,failed_password,initial_access_attempt,deploy,198.51.100.88,33894,,False,True,parsed
4760,Jul 09 01:19:34 backup01 sshd[6083]: Failed password for root from 198.51.100.88 port 46379 ssh2,Jul 09 01:19:34,2026-07-09 01:19:34,backup01,sshd,6083,failed_password,initial_access_attempt,root,198.51.100.88,46379,,True,True,parsed
4761,Jul 09 01:19:42 backup01 sshd[5635]: Failed password for invalid user admin from 198.51.100.88 port 58871 ssh2,Jul 09 01:19:42,2026-07-09 01:19:42,backup01,sshd,5635,failed_password,initial_access_attempt,admin,198.51.100.88,58871,,True,True,parsed
4762,Jul 09 01:19:45 backup01 sshd[5198]: Failed password for root from 198.51.100.88 port 36622 ssh2,Jul 09 01:19:45,2026-07-09 01:19:45,backup01,sshd,5198,failed_password,initial_access_attempt,root,198.51.100.88,36622,,True,True,parsed
