line_number,previous_line_number,previous_datetime,current_datetime,delta_seconds,current_raw_line,previous_raw_line
6803,6802,2026-07-09 18:26:49,2026-07-09 18:02:50,-1439,Jul 09 18:02:50 backup01 sshd[6103]: pam_unix(sshd:session): session closed for user j.maguire,Jul 09 18:26:49 backup01 sshd[9583]: Accepted password for j.maguire from 192.0.2.31 port 32343 ssh2
6806,6805,2026-07-09 18:27:42,2026-07-09 18:05:48,-1314,Jul 09 18:05:48 backup01 sshd[4916]: pam_unix(sshd:session): session closed for user ops,Jul 09 18:27:42 backup01 sshd[8634]: Connection closed by authenticating user arun 198.51.100.25 port 35229 [preauth]
6812,6811,2026-07-09 18:29:55,2026-07-09 17:28:02,-3713,Jul 09 17:28:02 backup01 sshd[2423]: pam_unix(sshd:session): session closed for user j.singer,Jul 09 18:29:55 backup01 sshd[9504]: Failed password for j.singer from 192.0.2.21 port 49621 ssh2
6823,6822,2026-07-09 18:39:45,2026-07-09 17:30:05,-4180,Jul 09 17:30:05 backup01 sshd[2410]: pam_unix(sshd:session): session closed for user j.maguire,Jul 09 18:39:45 backup01 sshd[3520]: Connection closed by authenticating user j.maguire 192.0.2.10 port 49674 [preauth]
6845,6844,2026-07-09 18:58:57,2026-07-09 18:52:23,-394,Jul 09 18:52:23 backup01 sshd[8787]: pam_unix(sshd:session): session closed for user ops,Jul 09 18:58:57 backup01 sshd[2028]: Accepted password for j.maguire from 192.0.2.30 port 64289 ssh2
6848,6847,2026-07-09 18:59:43,2026-07-09 18:41:18,-1105,Jul 09 18:41:18 backup01 sshd[7722]: pam_unix(sshd:session): session closed for user backup,Jul 09 18:59:43 backup01 sshd[8225]: Connection closed by authenticating user j.maguire 192.0.2.20 port 53950 [preauth]
6849,6848,2026-07-09 18:41:18,2026-07-09 18:18:08,-1390,Jul 09 18:18:08 backup01 sshd[2340]: pam_unix(sshd:session): session closed for user ops,Jul 09 18:41:18 backup01 sshd[7722]: pam_unix(sshd:session): session closed for user backup
6851,6850,2026-07-09 18:25:56,2026-07-09 18:06:42,-1154,Jul 09 18:06:42 backup01 sshd[2552]: pam_unix(sshd:session): session closed for user j.singer,Jul 09 18:25:56 backup01 sshd[3539]: pam_unix(sshd:session): session closed for user j.singer
6854,6853,2026-07-09 19:32:25,2026-07-09 18:14:36,-4669,Jul 09 18:14:36 backup01 sshd[8129]: pam_unix(sshd:session): session closed for user j.maguire,Jul 09 19:32:25 backup01 sshd[4474]: Connection closed by authenticating user j.singer 192.0.2.20 port 60833 [preauth]
6857,6856,2026-07-09 19:41:49,2026-07-09 18:58:57,-2572,Jul 09 18:58:57 backup01 sshd[3390]: pam_unix(sshd:session): session closed for user j.maguire,Jul 09 19:41:49 backup01 sshd[7560]: Invalid user demo from 192.0.2.31 port 57284
6859,6858,2026-07-09 19:48:28,2026-07-09 18:26:49,-4899,Jul 09 18:26:49 backup01 sshd[7196]: pam_unix(sshd:session): session closed for user j.maguire,Jul 09 19:48:28 backup01 sshd[7182]: Failed password for j.singer from 198.51.100.24 port 62891 ssh2
6863,6862,2026-07-09 19:53:26,2026-07-09 19:52:20,-66,Jul 09 19:52:20 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,Jul 09 19:53:26 backup01 sshd[4962]: Failed password for ops from 198.51.100.23 port 49340 ssh2
6864,6863,2026-07-09 19:52:20,2026-07-09 18:31:05,-4875,Jul 09 18:31:05 backup01 sshd[5806]: pam_unix(sshd:session): session closed for user j.maguire,Jul 09 19:52:20 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
6874,6873,2026-07-09 20:55:51,2026-07-09 19:52:20,-3811,Jul 09 19:52:20 backup01 sshd[6142]: pam_unix(sshd:session): session closed for user arun,Jul 09 20:55:51 backup01 sshd[8842]: Accepted password for arun from 198.51.100.26 port 31535 ssh2
6884,6883,2026-07-09 21:24:13,2026-07-09 21:23:54,-19,Jul 09 21:23:54 backup01 sshd[1681]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 09 21:24:13 backup01 CRON[8996]: pam_unix(cron:session): session opened for user root by (uid=0)
6893,6892,2026-07-09 22:18:34,2026-07-09 21:16:46,-3708,Jul 09 21:16:46 backup01 sshd[5207]: pam_unix(sshd:session): session closed for user arun,Jul 09 22:18:34 backup01 sshd[6773]: Accepted password for backup from 198.51.100.25 port 59542 ssh2
6904,6903,2026-07-09 22:44:20,2026-07-09 21:23:54,-4826,Jul 09 21:23:54 backup01 sshd[3012]: pam_unix(sshd:session): session closed for user ops,Jul 09 22:44:20 backup01 sshd[5303]: Connection closed by authenticating user arun 192.0.2.20 port 59184 [preauth]
6909,6908,2026-07-09 23:24:37,2026-07-09 21:59:49,-5088,Jul 09 21:59:49 backup01 sshd[3598]: pam_unix(sshd:session): session closed for user j.maguire,Jul 09 23:24:37 backup01 sshd[6692]: Accepted password for j.singer from 198.51.100.25 port 61254 ssh2
6911,6910,2026-07-09 23:37:12,2026-07-09 22:37:57,-3555,Jul 09 22:37:57 backup01 sshd[1557]: pam_unix(sshd:session): session closed for user ops,Jul 09 23:37:12 backup01 sshd[2033]: Failed password for arun from 198.51.100.26 port 48602 ssh2
6921,6920,2026-07-10 00:16:59,2026-07-10 00:15:51,-68,Jul 10 00:15:51 backup01 sshd[4452]: pam_unix(sshd:session): session closed for user j.singer,Jul 10 00:16:59 backup01 sshd[7189]: Failed password for backup from 198.51.100.26 port 62413 ssh2
6940,6939,2026-07-10 01:24:26,2026-07-10 00:35:14,-2952,Jul 10 00:35:14 backup01 sshd[4851]: pam_unix(sshd:session): session closed for user ops,Jul 10 01:24:26 backup01 sshd[8993]: Connection closed by authenticating user ops 198.51.100.25 port 41875 [preauth]
6947,6946,2026-07-10 02:00:40,2026-07-10 01:06:23,-3257,Jul 10 01:06:23 backup01 sshd[1581]: pam_unix(sshd:session): session closed for user arun,Jul 10 02:00:40 backup01 CRON[1986]: pam_unix(cron:session): session opened for user backup by (uid=0)
6961,6960,2026-07-10 02:50:17,2026-07-10 01:21:36,-5321,Jul 10 01:21:36 backup01 sshd[6474]: pam_unix(sshd:session): session closed for user ops,Jul 10 02:50:17 backup01 sshd[5665]: Invalid user administrator from 198.51.100.23 port 35633
6973,6972,2026-07-10 04:10:26,2026-07-10 04:10:04,-22,Jul 10 04:10:04 backup01 sshd[6254]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 10 04:10:26 backup01 sshd[9018]: Invalid user administrator from 192.0.2.10 port 59307
6983,6982,2026-07-10 04:25:40,2026-07-10 03:39:20,-2780,Jul 10 03:39:20 backup01 sshd[6140]: pam_unix(sshd:session): session closed for user ops,Jul 10 04:25:40 backup01 sshd[3893]: Connection closed by authenticating user j.maguire 192.0.2.21 port 55761 [preauth]
6985,6984,2026-07-10 04:37:17,2026-07-10 04:10:04,-1633,Jul 10 04:10:04 backup01 sshd[8293]: pam_unix(sshd:session): session closed for user arun,Jul 10 04:37:17 backup01 sshd[7445]: Invalid user support from 192.0.2.40 port 32733
6989,6988,2026-07-10 05:03:51,2026-07-10 04:10:54,-3177,Jul 10 04:10:54 backup01 sshd[3281]: pam_unix(sshd:session): session closed for user ops,Jul 10 05:03:51 backup01 sshd[3007]: Connection closed by authenticating user j.maguire 198.51.100.23 port 37792 [preauth]
6995,6994,2026-07-10 05:20:09,2026-07-10 04:24:22,-3347,Jul 10 04:24:22 backup01 sshd[8856]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 05:20:09 backup01 sshd[1861]: Failed password for backup from 192.0.2.10 port 63416 ssh2
7004,7003,2026-07-10 05:47:03,2026-07-10 05:26:40,-1223,Jul 10 05:26:40 backup01 sshd[1569]: pam_unix(sshd:session): session closed for user j.singer,Jul 10 05:47:03 backup01 sshd[6060]: Failed password for j.maguire from 192.0.2.40 port 44957 ssh2
7018,7017,2026-07-10 06:26:42,2026-07-10 05:33:05,-3217,Jul 10 05:33:05 backup01 sshd[8328]: pam_unix(sshd:session): session closed for user arun,Jul 10 06:26:42 backup01 sshd[2145]: Invalid user administrator from 198.51.100.26 port 45957
7023,7022,2026-07-10 06:48:26,2026-07-10 06:01:41,-2805,Jul 10 06:01:41 backup01 sshd[1749]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 06:48:26 backup01 sshd[6378]: Connection closed by authenticating user ops 192.0.2.40 port 55305 [preauth]
7027,7026,2026-07-10 07:05:37,2026-07-10 07:05:27,-10,Jul 10 07:05:27 backup01 sshd[1980]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 10 07:05:37 backup01 sshd[7533]: Failed password for j.maguire from 192.0.2.31 port 40240 ssh2
7030,7029,2026-07-10 07:13:29,2026-07-10 07:05:27,-482,Jul 10 07:05:27 backup01 sshd[1622]: pam_unix(sshd:session): session closed for user arun,Jul 10 07:13:29 backup01 sshd[6722]: Failed password for j.maguire from 192.0.2.12 port 58180 ssh2
7047,7046,2026-07-10 08:08:10,2026-07-10 08:08:09,-1,Jul 10 08:08:09 backup01 sshd[4123]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 10 08:08:10 backup01 sshd[4271]: Connection closed by authenticating user j.singer 192.0.2.30 port 43184 [preauth]
7066,7065,2026-07-10 08:22:00,2026-07-10 08:21:15,-45,Jul 10 08:21:15 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,Jul 10 08:22:00 backup01 sshd[6662]: Accepted password for j.singer from 198.51.100.23 port 61796 ssh2
7074,7073,2026-07-10 08:26:54,2026-07-10 08:26:46,-8,Jul 10 08:26:46 backup01 sshd[2644]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 10 08:26:54 backup01 CRON[1293]: pam_unix(cron:session): session opened for user root by (uid=0)
7075,7074,2026-07-10 08:26:46,2026-07-10 08:19:04,-462,Jul 10 08:19:04 backup01 sshd[9568]: pam_unix(sshd:session): session closed for user ops,Jul 10 08:26:46 backup01 sshd[2644]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
7095,7094,2026-07-10 08:43:29,2026-07-10 08:08:09,-2120,Jul 10 08:08:09 backup01 sshd[3841]: pam_unix(sshd:session): session closed for user j.singer,Jul 10 08:43:29 backup01 sshd[6574]: Failed password for j.singer from 192.0.2.30 port 59430 ssh2
7109,7108,2026-07-10 08:56:40,2026-07-10 08:28:52,-1668,Jul 10 08:28:52 backup01 sshd[2086]: pam_unix(sshd:session): session closed for user backup,Jul 10 08:56:40 backup01 sshd[7902]: error: maximum authentication attempts exceeded for ops from 192.0.2.40 port 49232 ssh2 [preauth]
7118,7117,2026-07-10 09:00:51,2026-07-10 08:21:15,-2376,Jul 10 08:21:15 backup01 sshd[5571]: pam_unix(sshd:session): session closed for user j.singer,Jul 10 09:00:51 backup01 sshd[6475]: Invalid user admin from 192.0.2.31 port 48345
7121,7120,2026-07-10 09:04:47,2026-07-10 08:48:37,-970,Jul 10 08:48:37 backup01 sshd[3883]: pam_unix(sshd:session): session closed for user arun,Jul 10 09:04:47 backup01 sshd[8368]: Invalid user guest from 192.0.2.40 port 31094
7133,7132,2026-07-10 09:12:08,2026-07-10 08:57:24,-884,Jul 10 08:57:24 backup01 sshd[8788]: pam_unix(sshd:session): session closed for user backup,Jul 10 09:12:08 backup01 CRON[7696]: pam_unix(cron:session): session opened for user root by (uid=0)
7136,7135,2026-07-10 09:14:52,2026-07-10 09:14:50,-2,Jul 10 09:14:50 backup01 sshd[4382]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 10 09:14:52 backup01 sshd[6963]: Failed password for ops from 192.0.2.21 port 56978 ssh2
7140,7139,2026-07-10 09:18:02,2026-07-10 08:11:49,-3973,Jul 10 08:11:49 backup01 sshd[7942]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 09:18:02 backup01 sshd[1682]: pam_unix(sshd:session): session opened for user backup by (uid=0)
7147,7146,2026-07-10 09:23:55,2026-07-10 08:08:14,-4541,Jul 10 08:08:14 backup01 sshd[3080]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 09:23:55 backup01 sshd[6619]: pam_unix(sshd:session): session opened for user backup by (uid=0)
7150,7149,2026-07-10 09:24:42,2026-07-10 09:23:55,-47,Jul 10 09:23:55 backup01 sudo:    backup : TTY=pts/1 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/apt update,Jul 10 09:24:42 backup01 sshd[8200]: Connection closed by authenticating user j.singer 192.0.2.30 port 59558 [preauth]
7154,7153,2026-07-10 09:26:59,2026-07-10 09:26:29,-30,Jul 10 09:26:29 backup01 sudo:    backup : TTY=pts/2 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,Jul 10 09:26:59 backup01 sshd[8169]: Connection closed by authenticating user arun 192.0.2.12 port 31910 [preauth]
7161,7160,2026-07-10 09:34:25,2026-07-10 08:24:47,-4178,Jul 10 08:24:47 backup01 sshd[7001]: pam_unix(sshd:session): session closed for user ops,Jul 10 09:34:25 backup01 sshd[8805]: pam_unix(sshd:session): session opened for user ops by (uid=0)
7167,7166,2026-07-10 09:38:02,2026-07-10 09:37:42,-20,Jul 10 09:37:42 backup01 sshd[3935]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 10 09:38:02 backup01 sshd[4575]: Failed password for j.singer from 192.0.2.30 port 53141 ssh2
7170,7169,2026-07-10 09:38:21,2026-07-10 08:26:46,-4295,Jul 10 08:26:46 backup01 sshd[2976]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 09:38:21 backup01 sshd[6667]: Failed password for j.singer from 198.51.100.24 port 53636 ssh2
7184,7183,2026-07-10 09:47:22,2026-07-10 08:35:21,-4321,Jul 10 08:35:21 backup01 sshd[5855]: pam_unix(sshd:session): session closed for user ops,Jul 10 09:47:22 backup01 sshd[6639]: Failed password for arun from 192.0.2.21 port 51849 ssh2
7189,7188,2026-07-10 09:50:34,2026-07-10 08:54:40,-3354,Jul 10 08:54:40 backup01 sshd[4791]: pam_unix(sshd:session): session closed for user ops,Jul 10 09:50:34 backup01 sshd[2159]: Accepted password for backup from 192.0.2.21 port 41625 ssh2
7201,7200,2026-07-10 09:59:45,2026-07-10 09:14:50,-2695,Jul 10 09:14:50 backup01 sshd[9139]: pam_unix(sshd:session): session closed for user ops,Jul 10 09:59:45 backup01 sshd[1963]: pam_unix(sshd:session): session opened for user j.singer by (uid=0)
7213,7212,2026-07-10 10:08:58,2026-07-10 09:56:25,-753,Jul 10 09:56:25 backup01 sshd[4074]: pam_unix(sshd:session): session closed for user j.singer,Jul 10 10:08:58 backup01 sshd[8935]: Accepted password for j.maguire from 192.0.2.40 port 41066 ssh2
7221,7220,2026-07-10 10:17:01,2026-07-10 09:18:02,-3539,Jul 10 09:18:02 backup01 sshd[3016]: pam_unix(sshd:session): session closed for user backup,Jul 10 10:17:01 backup01 sshd[6704]: Invalid user service from 192.0.2.31 port 39533
7228,7227,2026-07-10 10:21:13,2026-07-10 10:20:40,-33,Jul 10 10:20:40 backup01 sudo:    backup : TTY=pts/0 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,Jul 10 10:21:13 backup01 sshd[9155]: Failed password for j.maguire from 198.51.100.25 port 55745 ssh2
7230,7229,2026-07-10 10:21:55,2026-07-10 09:34:25,-2850,Jul 10 09:34:25 backup01 sshd[9294]: pam_unix(sshd:session): session closed for user ops,Jul 10 10:21:55 backup01 sshd[8550]: Failed password for ops from 198.51.100.23 port 45852 ssh2
7237,7236,2026-07-10 10:27:56,2026-07-10 10:27:50,-6,Jul 10 10:27:50 backup01 sshd[4188]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 10 10:27:56 backup01 sshd[5807]: Invalid user temp from 192.0.2.12 port 45364
7247,7246,2026-07-10 10:33:54,2026-07-10 10:32:59,-55,Jul 10 10:32:59 backup01 sudo:    backup : TTY=pts/2 ; PWD=/home/backup ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,Jul 10 10:33:54 backup01 sshd[5938]: error: maximum authentication attempts exceeded for backup from 198.51.100.25 port 58898 ssh2 [preauth]
7253,7252,2026-07-10 10:37:39,2026-07-10 09:09:17,-5302,Jul 10 09:09:17 backup01 sshd[6190]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 10:37:39 backup01 CRON[6025]: pam_unix(cron:session): session opened for user root by (uid=0)
7263,7262,2026-07-10 10:44:47,2026-07-10 10:44:38,-9,Jul 10 10:44:38 backup01 sshd[7359]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 10 10:44:47 backup01 sshd[3787]: pam_unix(sshd:session): session opened for user backup by (uid=0)
7264,7263,2026-07-10 10:44:38,2026-07-10 09:23:34,-4864,Jul 10 09:23:34 backup01 sshd[5927]: pam_unix(sshd:session): session closed for user j.singer,Jul 10 10:44:38 backup01 sshd[7359]: pam_unix(sshd:session): session opened for user ops by (uid=0)
7270,7269,2026-07-10 10:49:10,2026-07-10 10:48:46,-24,Jul 10 10:48:46 backup01 sshd[3141]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 10 10:49:10 backup01 sshd[6816]: Failed password for arun from 198.51.100.26 port 38310 ssh2
7273,7272,2026-07-10 10:51:06,2026-07-10 09:23:55,-5231,Jul 10 09:23:55 backup01 sshd[1801]: pam_unix(sshd:session): session closed for user backup,Jul 10 10:51:06 backup01 sshd[2581]: Invalid user manager from 198.51.100.25 port 32511
7280,7279,2026-07-10 10:57:23,2026-07-10 10:29:18,-1685,Jul 10 10:29:18 backup01 sshd[4052]: pam_unix(sshd:session): session closed for user arun,Jul 10 10:57:23 backup01 sshd[5287]: Accepted password for j.maguire from 192.0.2.40 port 60111 ssh2
7285,7284,2026-07-10 11:01:29,2026-07-10 10:04:01,-3448,Jul 10 10:04:01 backup01 sshd[7821]: pam_unix(sshd:session): session closed for user ops,Jul 10 11:01:29 backup01 sshd[7497]: Connection closed by authenticating user arun 198.51.100.26 port 51383 [preauth]
7301,7300,2026-07-10 11:14:35,2026-07-10 09:59:45,-4490,Jul 10 09:59:45 backup01 sshd[5678]: pam_unix(sshd:session): session closed for user j.singer,Jul 10 11:14:35 backup01 sshd[5173]: Failed password for backup from 192.0.2.40 port 46246 ssh2
7304,7303,2026-07-10 11:15:25,2026-07-10 11:04:11,-674,Jul 10 11:04:11 backup01 sshd[3729]: pam_unix(sshd:session): session closed for user arun,Jul 10 11:15:25 backup01 sshd[5156]: Accepted password for arun from 192.0.2.31 port 45067 ssh2
7305,7304,2026-07-10 11:04:11,2026-07-10 10:44:38,-1173,Jul 10 10:44:38 backup01 sshd[8523]: pam_unix(sshd:session): session closed for user ops,Jul 10 11:04:11 backup01 sshd[3729]: pam_unix(sshd:session): session closed for user arun
7308,7307,2026-07-10 11:17:06,2026-07-10 10:32:59,-2647,Jul 10 10:32:59 backup01 sshd[7894]: pam_unix(sshd:session): session closed for user backup,Jul 10 11:17:06 backup01 sshd[2274]: error: maximum authentication attempts exceeded for ops from 198.51.100.24 port 37161 ssh2 [preauth]
7312,7311,2026-07-10 11:21:44,2026-07-10 10:08:58,-4366,Jul 10 10:08:58 backup01 sshd[2549]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 11:21:44 backup01 sshd[2371]: Connection closed by authenticating user ops 198.51.100.23 port 42378 [preauth]
7318,7317,2026-07-10 11:25:12,2026-07-10 11:06:31,-1121,Jul 10 11:06:31 backup01 sshd[6129]: pam_unix(sshd:session): session closed for user arun,Jul 10 11:25:12 backup01 CRON[3648]: pam_unix(cron:session): session opened for user root by (uid=0)
7330,7329,2026-07-10 11:34:04,2026-07-10 10:11:37,-4947,Jul 10 10:11:37 backup01 sshd[7484]: pam_unix(sshd:session): session closed for user backup,Jul 10 11:34:04 backup01 sshd[6956]: Connection closed by authenticating user j.maguire 192.0.2.21 port 63262 [preauth]
7336,7335,2026-07-10 11:37:45,2026-07-10 10:27:50,-4195,Jul 10 10:27:50 backup01 sshd[3192]: pam_unix(sshd:session): session closed for user ops,Jul 10 11:37:45 backup01 sshd[3393]: Connection closed by authenticating user backup 192.0.2.12 port 60889 [preauth]
7338,7337,2026-07-10 11:40:21,2026-07-10 11:25:33,-888,Jul 10 11:25:33 backup01 sshd[2079]: pam_unix(sshd:session): session closed for user backup,Jul 10 11:40:21 backup01 sshd[9467]: Accepted password for arun from 192.0.2.12 port 40637 ssh2
7342,7341,2026-07-10 11:45:36,2026-07-10 10:20:40,-5096,Jul 10 10:20:40 backup01 sshd[9385]: pam_unix(sshd:session): session closed for user backup,Jul 10 11:45:36 backup01 sshd[3541]: Invalid user admin from 192.0.2.12 port 49253
7344,7343,2026-07-10 10:48:46,2026-07-10 10:19:02,-1784,Jul 10 10:19:02 backup01 sshd[1421]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 10:48:46 backup01 sshd[2199]: pam_unix(sshd:session): session closed for user j.singer
7350,7349,2026-07-10 11:51:26,2026-07-10 10:44:47,-3999,Jul 10 10:44:47 backup01 sshd[5870]: pam_unix(sshd:session): session closed for user backup,Jul 10 11:51:26 backup01 sshd[4394]: Connection closed by authenticating user j.maguire 198.51.100.24 port 45561 [preauth]
7358,7357,2026-07-10 11:57:41,2026-07-10 10:35:17,-4944,Jul 10 10:35:17 backup01 sshd[7501]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 11:57:41 backup01 sshd[4200]: Accepted password for ops from 192.0.2.31 port 39302 ssh2
7369,7368,2026-07-10 12:07:09,2026-07-10 11:13:55,-3194,Jul 10 11:13:55 backup01 sshd[3052]: pam_unix(sshd:session): session closed for user ops,Jul 10 12:07:09 backup01 sshd[2933]: Invalid user service from 198.51.100.26 port 32583
7371,7370,2026-07-10 12:08:19,2026-07-10 12:02:31,-348,Jul 10 12:02:31 backup01 sshd[6463]: pam_unix(sshd:session): session closed for user backup,Jul 10 12:08:19 backup01 sshd[1765]: Accepted password for backup from 198.51.100.24 port 35227 ssh2
7394,7393,2026-07-10 12:31:04,2026-07-10 12:30:59,-5,Jul 10 12:30:59 backup01 sshd[4044]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 10 12:31:04 backup01 sshd[3085]: error: maximum authentication attempts exceeded for backup from 192.0.2.21 port 38139 ssh2 [preauth]
7396,7395,2026-07-10 12:31:35,2026-07-10 11:24:03,-4052,Jul 10 11:24:03 backup01 sshd[7245]: pam_unix(sshd:session): session closed for user ops,Jul 10 12:31:35 backup01 sshd[3295]: error: maximum authentication attempts exceeded for arun from 192.0.2.10 port 47116 ssh2 [preauth]
7400,7399,2026-07-10 12:32:26,2026-07-10 12:32:25,-1,Jul 10 12:32:25 backup01 sshd[6211]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 10 12:32:26 backup01 CRON[7902]: pam_unix(cron:session): session opened for user root by (uid=0)
7407,7406,2026-07-10 12:36:07,2026-07-10 11:29:16,-4011,Jul 10 11:29:16 backup01 sshd[7297]: pam_unix(sshd:session): session closed for user j.singer,Jul 10 12:36:07 backup01 sshd[1516]: error: maximum authentication attempts exceeded for j.singer from 198.51.100.25 port 48864 ssh2 [preauth]
7409,7408,2026-07-10 12:36:19,2026-07-10 12:34:45,-94,Jul 10 12:34:45 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,Jul 10 12:36:19 backup01 sshd[5298]: Failed password for j.singer from 192.0.2.12 port 55546 ssh2
7419,7418,2026-07-10 12:42:20,2026-07-10 12:41:56,-24,Jul 10 12:41:56 backup01 sshd[4743]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 10 12:42:20 backup01 sshd[1747]: Connection closed by authenticating user ops 192.0.2.21 port 48849 [preauth]
7425,7424,2026-07-10 12:43:04,2026-07-10 12:43:02,-2,Jul 10 12:43:02 backup01 sshd[8716]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 10 12:43:04 backup01 sshd[8175]: pam_unix(sshd:session): session opened for user j.singer by (uid=0)
7427,7426,2026-07-10 12:45:19,2026-07-10 12:32:25,-774,Jul 10 12:32:25 backup01 sshd[6645]: pam_unix(sshd:session): session closed for user arun,Jul 10 12:45:19 backup01 sshd[2146]: Failed password for j.singer from 192.0.2.31 port 40727 ssh2
7432,7431,2026-07-10 12:51:34,2026-07-10 12:41:56,-578,Jul 10 12:41:56 backup01 sshd[6521]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 12:51:34 backup01 sshd[5744]: Accepted password for arun from 198.51.100.24 port 59930 ssh2
7436,7435,2026-07-10 12:57:41,2026-07-10 12:43:04,-877,Jul 10 12:43:04 backup01 sshd[6592]: pam_unix(sshd:session): session closed for user j.singer,Jul 10 12:57:41 backup01 sshd[1683]: Failed password for j.singer from 192.0.2.31 port 52462 ssh2
7437,7436,2026-07-10 12:43:04,2026-07-10 12:34:45,-499,Jul 10 12:34:45 backup01 sshd[4558]: pam_unix(sshd:session): session closed for user arun,Jul 10 12:43:04 backup01 sshd[6592]: pam_unix(sshd:session): session closed for user j.singer
7455,7454,2026-07-10 13:13:56,2026-07-10 13:13:50,-6,Jul 10 13:13:50 backup01 sshd[9189]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 10 13:13:56 backup01 sshd[8084]: Invalid user demo from 198.51.100.25 port 47517
7458,7457,2026-07-10 13:15:56,2026-07-10 12:41:34,-2062,Jul 10 12:41:34 backup01 sshd[5907]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 13:15:56 backup01 sshd[8817]: Accepted password for j.maguire from 198.51.100.26 port 59482 ssh2
7460,7459,2026-07-10 13:17:23,2026-07-10 13:05:54,-689,Jul 10 13:05:54 backup01 sshd[8718]: pam_unix(sshd:session): session closed for user arun,Jul 10 13:17:23 backup01 sshd[7232]: Failed password for ops from 192.0.2.11 port 64681 ssh2
7461,7460,2026-07-10 13:05:54,2026-07-10 12:00:21,-3933,Jul 10 12:00:21 backup01 sshd[4610]: pam_unix(sshd:session): session closed for user backup,Jul 10 13:05:54 backup01 sshd[8718]: pam_unix(sshd:session): session closed for user arun
7488,7487,2026-07-10 13:44:52,2026-07-10 12:30:59,-4433,Jul 10 12:30:59 backup01 sshd[8809]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 13:44:52 backup01 sshd[4740]: pam_unix(sshd:session): session opened for user arun by (uid=0)
7495,7494,2026-07-10 13:48:44,2026-07-10 12:28:42,-4802,Jul 10 12:28:42 backup01 sshd[6895]: pam_unix(sshd:session): session closed for user backup,Jul 10 13:48:44 backup01 sshd[3838]: Invalid user pi from 192.0.2.40 port 53425
7502,7501,2026-07-10 13:53:39,2026-07-10 13:05:16,-2903,Jul 10 13:05:16 backup01 sshd[2298]: pam_unix(sshd:session): session closed for user backup,Jul 10 13:53:39 backup01 sshd[1994]: Failed password for j.singer from 192.0.2.12 port 48647 ssh2
7507,7506,2026-07-10 14:01:11,2026-07-10 13:07:02,-3249,Jul 10 13:07:02 backup01 sshd[8881]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 14:01:11 backup01 sshd[7976]: Accepted password for arun from 192.0.2.31 port 47807 ssh2
7508,7507,2026-07-10 13:07:02,2026-07-10 12:43:02,-1440,Jul 10 12:43:02 backup01 sshd[2717]: pam_unix(sshd:session): session closed for user j.maguire,Jul 10 13:07:02 backup01 sshd[8881]: pam_unix(sshd:session): session closed for user j.maguire
7515,7514,2026-07-10 14:08:58,2026-07-10 14:08:36,-22,Jul 10 14:08:36 backup01 sshd[1428]: pam_unix(sshd:session): session closed for user ops,Jul 10 14:08:58 backup01 sshd[8903]: Invalid user test from 192.0.2.30 port 31132
